id,loan_amnt,int_rate,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,zip_code_prefix
37831333,2000.0,8.67,B1,,MORTGAGE,23760.0,2014-12-01,Fully Paid,home_improvement,CA,9.44,0.0,690.0,694.0,0.0,52.0,88.0,10.0,1.0,4591.0,50.5,17.0,2075.7,2000.0,75.7,0.0,0.0,,0.0,0.0,146053.0,9100.0,6.0,18257.0,3518.0,50.5,0.0,0.0,213.0,14.0,5.0,1.0,14.0,7.0,52.0,0.0,3.0,6.0,5.0,8.0,4.0,9.0,12.0,6.0,10.0,0.0,0.0,0.0,1.0,94.1,1.0,0.0,151088.0,4591.0,7100.0,0.0,957
37751452,35000.0,10.49,B3,7 years,MORTGAGE,80000.0,2014-12-01,Fully Paid,credit_card,NY,7.18,0.0,715.0,719.0,3.0,33.0,,20.0,0.0,21797.0,25.1,70.0,39123.343561826005,35000.0,4123.34,0.0,0.0,33.0,0.0,0.0,201008.0,86900.0,5.0,10579.0,53703.0,28.8,0.0,0.0,268.0,1.0,1.0,0.0,2.0,1.0,,2.0,5.0,6.0,12.0,22.0,40.0,17.0,29.0,6.0,20.0,0.0,0.0,0.0,5.0,92.7,0.0,0.0,272383.0,201008.0,75400.0,185483.0,112
37841350,26000.0,9.49,B2,,MORTGAGE,100500.0,2014-12-01,Charged Off,home_improvement,IL,4.53,0.0,665.0,669.0,0.0,59.0,81.0,7.0,1.0,1216.0,29.0,32.0,19132.46,15750.88,3381.58,0.0,0.0,59.0,0.0,0.0,379626.0,4200.0,1.0,63271.0,2984.0,29.0,0.0,0.0,459.0,39.0,13.0,7.0,39.0,3.0,,1.0,3.0,3.0,3.0,13.0,6.0,4.0,17.0,3.0,6.0,0.0,0.0,0.0,0.0,95.5,1.0,0.0,428808.0,7303.0,4200.0,8000.0,604
37831271,14000.0,11.44,B4,1 year,RENT,60000.0,2014-12-01,Fully Paid,debt_consolidation,SC,14.4,0.0,675.0,679.0,0.0,,,21.0,0.0,14475.0,90.5,29.0,14434.35,14000.0,434.35,0.0,0.0,,0.0,0.0,145382.0,16000.0,4.0,6923.0,1525.0,90.5,0.0,0.0,77.0,15.0,15.0,0.0,15.0,13.0,,0.0,5.0,5.0,6.0,8.0,17.0,6.0,12.0,5.0,21.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,148946.0,145382.0,16000.0,132946.0,294
37631404,12000.0,9.49,B2,10+ years,MORTGAGE,60000.0,2014-12-01,Fully Paid,debt_consolidation,NV,21.55,0.0,685.0,689.0,1.0,,,13.0,0.0,33676.0,55.0,25.0,13356.8000013126,12000.0,1356.8,0.0,0.0,,0.0,0.0,212117.0,61200.0,7.0,16317.0,8206.0,79.2,0.0,0.0,161.0,7.0,7.0,2.0,13.0,3.0,,0.0,4.0,6.0,6.0,7.0,7.0,11.0,16.0,6.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,244765.0,38277.0,39500.0,5940.0,891
37811403,25000.0,11.99,B5,9 years,OWN,110244.0,2014-12-01,Fully Paid,credit_card,OH,26.32,0.0,695.0,699.0,1.0,,,17.0,0.0,17110.0,51.2,37.0,26675.98,25000.0,1675.98,0.0,0.0,,0.0,0.0,262254.0,33400.0,10.0,15427.0,2115.0,78.2,0.0,0.0,121.0,2.0,2.0,1.0,2.0,2.0,,0.0,4.0,11.0,5.0,11.0,9.0,12.0,27.0,12.0,17.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,308391.0,79189.0,9700.0,90202.0,440
37731349,4800.0,15.59,D1,1 year,RENT,80000.0,2014-12-01,Fully Paid,debt_consolidation,TX,24.37,0.0,670.0,674.0,3.0,,,11.0,0.0,4415.0,31.3,26.0,6025.1531878325,4800.0,1225.15,0.0,0.0,,0.0,735.0,72743.0,14100.0,15.0,6613.0,1872.0,61.0,0.0,0.0,108.0,0.0,0.0,0.0,7.0,0.0,,0.0,2.0,6.0,2.0,6.0,10.0,8.0,16.0,6.0,11.0,0.0,0.0,0.0,11.0,100.0,0.0,0.0,97917.0,72743.0,4800.0,83817.0,785
37771369,6000.0,6.03,A1,1 year,RENT,90000.0,2014-12-01,Fully Paid,debt_consolidation,NC,12.25,0.0,780.0,784.0,0.0,,,9.0,0.0,4580.0,14.3,26.0,6526.927857970601,6000.0,526.93,0.0,0.0,,0.0,0.0,310111.0,30700.0,5.0,34457.0,22320.0,16.5,0.0,0.0,142.0,23.0,7.0,1.0,23.0,19.0,,0.0,3.0,3.0,4.0,4.0,19.0,5.0,6.0,3.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,352119.0,51290.0,26900.0,55345.0,282
37711377,7000.0,8.67,B1,10+ years,MORTGAGE,116887.0,2014-12-01,Fully Paid,debt_consolidation,VA,22.2,0.0,735.0,739.0,0.0,,,5.0,0.0,41202.0,98.1,8.0,7889.9101883366,7000.0,889.91,0.0,0.0,,0.0,0.0,363794.0,42000.0,0.0,72759.0,798.0,98.1,0.0,0.0,219.0,58.0,26.0,2.0,58.0,6.0,,0.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,461338.0,58765.0,42000.0,71754.0,201
37601467,10000.0,11.99,B5,8 years,MORTGAGE,60000.0,2014-12-01,Fully Paid,debt_consolidation,CO,26.48,0.0,710.0,714.0,0.0,,,8.0,0.0,26405.0,95.0,19.0,11489.000000018,10000.0,1489.0,0.0,0.0,,0.0,0.0,178256.0,27800.0,3.0,22282.0,704.0,96.8,0.0,0.0,175.0,74.0,5.0,2.0,74.0,,,0.0,3.0,4.0,3.0,6.0,7.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,200441.0,44245.0,21800.0,22300.0,802
37701407,11075.0,11.44,B4,2 years,RENT,32760.0,2014-12-01,Fully Paid,debt_consolidation,NY,13.81,0.0,690.0,694.0,1.0,,,3.0,0.0,14358.0,88.1,9.0,11702.56,11075.0,627.56,0.0,0.0,,0.0,0.0,14358.0,16300.0,1.0,4786.0,1942.0,88.1,0.0,0.0,157.0,4.0,4.0,0.0,4.0,5.0,,0.0,2.0,2.0,3.0,6.0,2.0,3.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,16300.0,14358.0,16300.0,0.0,140
36631183,15000.0,11.99,B5,1 year,MORTGAGE,45000.0,2014-12-01,Fully Paid,debt_consolidation,OH,11.01,0.0,660.0,664.0,1.0,,,13.0,0.0,15597.0,61.4,28.0,16252.56,15000.0,1252.56,0.0,0.0,,0.0,0.0,103532.0,25400.0,7.0,7964.0,6803.0,69.6,0.0,0.0,49.0,6.0,6.0,2.0,6.0,6.0,,0.0,5.0,5.0,6.0,11.0,10.0,7.0,16.0,5.0,13.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,126061.0,34339.0,22400.0,28750.0,453
37681359,8000.0,9.49,B2,< 1 year,RENT,96000.0,2014-12-01,Fully Paid,debt_consolidation,MN,8.55,0.0,755.0,759.0,0.0,39.0,,9.0,0.0,3369.0,19.7,13.0,8281.95,8000.0,281.95,0.0,0.0,39.0,0.0,0.0,20432.0,17100.0,6.0,2270.0,13731.0,19.7,0.0,0.0,87.0,12.0,1.0,0.0,12.0,17.0,,2.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,4.0,9.0,0.0,0.0,0.0,5.0,84.6,0.0,0.0,36187.0,20432.0,17100.0,19087.0,554
37741410,6000.0,13.66,C3,8 years,OWN,48000.0,2014-12-01,Fully Paid,other,PA,15.2,0.0,660.0,664.0,1.0,78.0,79.0,10.0,1.0,4643.0,28.1,53.0,7243.2234095748,6000.0,1243.22,0.0,0.0,78.0,0.0,307.0,19172.0,16500.0,7.0,1917.0,7509.0,29.8,0.0,0.0,158.0,17.0,17.0,3.0,18.0,1.0,78.0,5.0,5.0,9.0,5.0,24.0,14.0,9.0,36.0,9.0,10.0,0.0,0.0,0.0,0.0,90.2,1.0,0.0,36930.0,19172.0,10700.0,20430.0,151
37631364,3500.0,10.49,B3,10+ years,MORTGAGE,120000.0,2014-12-01,Charged Off,credit_card,CA,18.18,0.0,695.0,699.0,1.0,33.0,,8.0,0.0,15920.0,72.0,47.0,913.86,251.65,86.54,0.0,0.0,,0.0,0.0,505976.0,22100.0,14.0,63247.0,244.0,97.8,0.0,0.0,262.0,6.0,6.0,3.0,9.0,0.0,33.0,0.0,2.0,5.0,2.0,24.0,11.0,5.0,32.0,5.0,8.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,527589.0,68836.0,11000.0,63538.0,940
37601389,7000.0,13.66,C3,2 years,RENT,38784.0,2014-12-01,Fully Paid,debt_consolidation,NJ,22.28,0.0,675.0,679.0,1.0,,,9.0,0.0,16577.0,93.1,18.0,8496.298988332801,7000.0,1496.3,0.0,0.0,,0.0,0.0,20850.0,17800.0,4.0,2317.0,1253.0,83.9,0.0,0.0,208.0,2.0,2.0,0.0,2.0,2.0,,0.0,5.0,7.0,6.0,14.0,1.0,8.0,17.0,7.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,28119.0,20850.0,7800.0,10319.0,080
37631387,3600.0,12.99,C2,3 years,RENT,150000.0,2014-12-01,Fully Paid,home_improvement,CA,13.54,0.0,675.0,679.0,0.0,26.0,,7.0,0.0,23741.0,96.5,20.0,4352.0604812507,3600.0,752.06,0.0,0.0,,0.0,0.0,42889.0,24600.0,1.0,6127.0,119.0,98.8,0.0,0.0,181.0,63.0,7.0,5.0,63.0,18.0,26.0,0.0,3.0,4.0,3.0,4.0,8.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,67803.0,42889.0,10200.0,43203.0,951
37681188,25000.0,8.19,A5,5 years,MORTGAGE,60000.0,2014-12-01,Fully Paid,credit_card,NY,17.01,0.0,715.0,719.0,0.0,,,9.0,0.0,19785.0,74.7,30.0,27790.993678531602,25000.0,2790.99,0.0,0.0,,0.0,0.0,36755.0,26500.0,5.0,4594.0,2318.0,86.3,0.0,0.0,154.0,12.0,12.0,2.0,22.0,0.0,,0.0,3.0,6.0,3.0,8.0,9.0,8.0,19.0,6.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,52082.0,36755.0,16900.0,25582.0,121
37761406,4000.0,12.39,C1,9 years,MORTGAGE,50000.0,2014-12-01,Fully Paid,other,CO,13.42,0.0,700.0,704.0,0.0,33.0,,6.0,0.0,4293.0,55.8,21.0,4544.9400000008,4000.0,544.94,0.0,0.0,,0.0,150.0,168248.0,7700.0,2.0,28041.0,3407.0,55.8,0.0,0.0,148.0,66.0,15.0,4.0,66.0,,48.0,0.0,1.0,1.0,2.0,4.0,12.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,90.5,0.0,0.0,179468.0,50334.0,7700.0,48812.0,800
37751281,25325.0,19.24,E2,< 1 year,RENT,70611.0,2014-12-01,Charged Off,debt_consolidation,CA,37.73,0.0,670.0,674.0,0.0,38.0,,18.0,0.0,37711.0,92.7,41.0,27240.58,19190.76,8003.25,46.57,0.0,38.0,0.0,0.0,102792.0,40700.0,5.0,6047.0,66.0,99.7,0.0,0.0,190.0,2.0,2.0,1.0,15.0,15.0,,1.0,5.0,11.0,5.0,8.0,19.0,13.0,21.0,11.0,18.0,0.0,0.0,0.0,1.0,97.2,0.0,0.0,134961.0,102792.0,24000.0,94261.0,920
37721420,7200.0,14.99,C5,2 years,RENT,65000.0,2014-12-01,Fully Paid,debt_consolidation,TX,12.7,0.0,670.0,674.0,1.0,25.0,,16.0,0.0,13922.0,30.2,33.0,8754.9603463284,7200.0,1554.96,0.0,0.0,49.0,0.0,0.0,22263.0,46100.0,14.0,1391.0,26444.0,29.1,0.0,0.0,146.0,2.0,2.0,0.0,2.0,3.0,25.0,0.0,7.0,10.0,8.0,14.0,8.0,14.0,25.0,10.0,16.0,0.0,0.0,0.0,9.0,84.4,0.0,0.0,57415.0,22263.0,37300.0,11315.0,786
37641363,3000.0,8.67,B1,8 years,MORTGAGE,22000.0,2014-12-01,Fully Paid,credit_card,PA,26.24,0.0,660.0,664.0,2.0,,34.0,8.0,1.0,855.0,8.7,52.0,3111.64,3000.0,111.64,0.0,0.0,,0.0,0.0,14412.0,9800.0,6.0,2402.0,3034.0,15.7,0.0,0.0,236.0,5.0,5.0,5.0,5.0,5.0,,0.0,1.0,2.0,2.0,23.0,11.0,7.0,36.0,2.0,7.0,0.0,0.0,0.0,3.0,100.0,1.0,0.0,34199.0,14412.0,3600.0,24399.0,184
37631378,18000.0,12.99,C2,10+ years,MORTGAGE,62000.0,2014-12-01,Fully Paid,debt_consolidation,VA,27.8,1.0,685.0,689.0,0.0,15.0,,12.0,0.0,28885.0,65.6,33.0,21811.0368525034,18000.0,3811.04,0.0,0.0,15.0,0.0,0.0,150809.0,44000.0,2.0,15081.0,9423.0,67.9,0.0,0.0,452.0,9.0,9.0,4.0,24.0,14.0,15.0,1.0,4.0,7.0,6.0,14.0,3.0,11.0,25.0,7.0,12.0,0.0,0.0,1.0,1.0,97.0,0.0,0.0,179300.0,28885.0,29400.0,0.0,234
37671407,25000.0,6.03,A1,10+ years,MORTGAGE,200000.0,2014-12-01,Fully Paid,credit_card,CA,5.67,0.0,790.0,794.0,1.0,,,13.0,0.0,144887.0,18.2,26.0,27267.9709055094,25000.0,2267.97,0.0,0.0,,0.0,0.0,452552.0,305300.0,4.0,37713.0,130593.0,21.5,0.0,0.0,251.0,2.0,2.0,6.0,20.0,2.0,,0.0,5.0,6.0,6.0,9.0,2.0,12.0,18.0,6.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,646300.0,144887.0,168000.0,0.0,922
37821372,18000.0,7.49,A4,4 years,RENT,99000.0,2014-12-01,Charged Off,debt_consolidation,WA,5.94,0.0,660.0,664.0,1.0,53.0,,5.0,0.0,12432.0,78.2,11.0,11745.19,10007.47,1737.72,0.0,0.0,53.0,0.0,0.0,12632.0,15900.0,2.0,2526.0,2980.0,73.2,0.0,0.0,195.0,4.0,4.0,0.0,15.0,4.0,53.0,2.0,3.0,4.0,3.0,7.0,2.0,4.0,8.0,4.0,5.0,0.0,0.0,0.0,1.0,72.7,0.0,0.0,17265.0,12632.0,11100.0,0.0,981
37601493,14000.0,8.67,B1,5 years,MORTGAGE,263500.0,2014-12-01,Fully Paid,debt_consolidation,MN,15.92,0.0,715.0,719.0,0.0,,,14.0,0.0,45601.0,72.6,46.0,15752.266994973501,14000.0,1752.27,0.0,0.0,,0.0,0.0,672783.0,62800.0,5.0,48056.0,7884.0,67.6,0.0,0.0,107.0,14.0,6.0,2.0,14.0,6.0,,0.0,4.0,6.0,4.0,5.0,32.0,8.0,12.0,6.0,14.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,723019.0,276099.0,24300.0,242219.0,559
37800951,6500.0,11.99,B5,4 years,MORTGAGE,33000.0,2014-12-01,Charged Off,debt_consolidation,UT,23.38,0.0,715.0,719.0,0.0,,,8.0,0.0,6805.0,65.4,10.0,3454.43,2570.79,883.64,0.0,0.0,,0.0,0.0,155414.0,10400.0,5.0,22202.0,176.0,97.0,0.0,0.0,144.0,19.0,15.0,1.0,19.0,15.0,,0.0,2.0,4.0,2.0,3.0,2.0,5.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,169936.0,25660.0,5800.0,27363.0,840
37701404,6500.0,11.44,B4,10+ years,RENT,34990.0,2014-12-01,Charged Off,debt_consolidation,IL,18.66,1.0,660.0,664.0,0.0,16.0,95.0,7.0,1.0,5960.0,78.4,14.0,4919.48,3893.23,1026.25,0.0,0.0,,0.0,0.0,25376.0,7600.0,1.0,3625.0,1040.0,85.1,0.0,0.0,91.0,32.0,13.0,1.0,32.0,13.0,16.0,0.0,4.0,4.0,4.0,7.0,4.0,5.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,92.9,1.0,0.0,20704.0,25376.0,7000.0,12552.0,606
37601480,18300.0,8.19,A5,10+ years,MORTGAGE,82500.0,2014-12-01,Fully Paid,debt_consolidation,SD,13.79,0.0,765.0,769.0,0.0,,,4.0,0.0,11276.0,94.0,27.0,20367.110001077,18300.0,2067.11,0.0,0.0,,0.0,0.0,246791.0,12000.0,3.0,61698.0,724.0,94.0,0.0,0.0,267.0,21.0,13.0,3.0,21.0,,,0.0,1.0,1.0,1.0,8.0,8.0,1.0,16.0,1.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,275676.0,40770.0,12000.0,39333.0,571
37651345,10000.0,12.39,C1,2 years,RENT,65000.0,2014-12-01,Fully Paid,debt_consolidation,CA,6.74,0.0,685.0,689.0,1.0,48.0,,23.0,0.0,18041.0,40.8,33.0,11498.480000033602,10000.0,1498.48,0.0,0.0,48.0,0.0,0.0,142952.0,44200.0,9.0,6215.0,12268.0,59.5,1.0,0.0,172.0,4.0,4.0,0.0,4.0,4.0,48.0,0.0,2.0,3.0,5.0,9.0,13.0,11.0,19.0,3.0,23.0,0.0,0.0,0.0,4.0,93.9,0.0,0.0,169111.0,142952.0,30300.0,124911.0,950
37641358,30000.0,7.49,A4,2 years,MORTGAGE,105000.0,2014-12-01,Fully Paid,debt_consolidation,NC,23.52,0.0,735.0,739.0,0.0,,,13.0,0.0,48326.0,62.6,24.0,33091.3736191555,30000.0,3091.37,0.0,0.0,,0.0,0.0,249571.0,77200.0,3.0,19198.0,18301.0,72.0,0.0,0.0,283.0,10.0,10.0,3.0,10.0,19.0,,0.0,6.0,9.0,7.0,9.0,7.0,10.0,14.0,9.0,13.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,317561.0,77479.0,65300.0,37861.0,276
37841343,8000.0,8.19,A5,1 year,MORTGAGE,65000.0,2014-12-01,Fully Paid,debt_consolidation,GA,10.4,1.0,665.0,669.0,0.0,5.0,81.0,17.0,1.0,10185.0,42.3,25.0,9044.644111391,8000.0,1044.64,0.0,0.0,,0.0,0.0,178618.0,24100.0,8.0,10507.0,11863.0,45.1,0.0,0.0,120.0,6.0,6.0,1.0,6.0,8.0,5.0,0.0,8.0,10.0,11.0,15.0,1.0,15.0,23.0,10.0,17.0,0.0,0.0,0.0,3.0,80.0,0.0,1.0,196120.0,12857.0,21600.0,5100.0,301
37287167,35000.0,12.99,C2,5 years,RENT,153000.0,2014-12-01,Fully Paid,major_purchase,CA,1.32,0.0,750.0,754.0,0.0,,,7.0,0.0,4799.0,9.6,7.0,36338.29,35000.0,1338.29,0.0,0.0,,0.0,0.0,4799.0,50000.0,2.0,686.0,41489.0,5.7,0.0,0.0,56.0,5.0,5.0,0.0,20.0,17.0,,0.0,2.0,3.0,5.0,5.0,0.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,50000.0,4799.0,44000.0,0.0,921
37651327,6450.0,13.66,C3,< 1 year,RENT,45000.0,2014-12-01,Fully Paid,debt_consolidation,TX,18.67,1.0,660.0,664.0,0.0,14.0,,29.0,0.0,6584.0,32.0,40.0,7890.350538068001,6450.0,1440.35,0.0,0.0,,0.0,2113.0,54767.0,20600.0,6.0,2028.0,7424.0,41.5,0.0,0.0,89.0,1.0,1.0,0.0,17.0,7.0,,0.0,5.0,7.0,6.0,10.0,17.0,15.0,23.0,7.0,29.0,0.0,0.0,0.0,2.0,97.4,0.0,0.0,77222.0,54767.0,12700.0,56622.0,785
37731313,14000.0,6.49,A2,3 years,OWN,100000.0,2014-12-01,Fully Paid,home_improvement,CA,10.26,1.0,705.0,709.0,0.0,7.0,,8.0,0.0,14730.0,95.0,19.0,14286.06,14000.0,286.06,0.0,0.0,,0.0,0.0,416879.0,15500.0,0.0,59554.0,570.0,96.0,0.0,0.0,137.0,49.0,30.0,1.0,115.0,13.0,7.0,0.0,2.0,4.0,2.0,2.0,13.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,459260.0,54736.0,14100.0,54009.0,900
37651312,12000.0,8.19,A5,10+ years,MORTGAGE,49000.0,2014-12-01,Fully Paid,debt_consolidation,SC,26.35,2.0,710.0,714.0,0.0,9.0,21.0,14.0,1.0,28863.0,56.3,24.0,13567.012686186,12000.0,1567.01,0.0,0.0,,0.0,0.0,111655.0,51300.0,7.0,7975.0,9369.0,32.1,0.0,0.0,359.0,5.0,5.0,3.0,5.0,,9.0,0.0,3.0,8.0,4.0,6.0,3.0,11.0,18.0,8.0,14.0,0.0,0.0,0.0,1.0,87.5,0.0,1.0,167381.0,48090.0,13800.0,36081.0,295
37681309,6000.0,13.66,C3,1 year,MORTGAGE,50000.0,2014-12-01,Fully Paid,home_improvement,AL,15.39,0.0,690.0,694.0,1.0,,,8.0,0.0,11079.0,33.5,9.0,7331.6655347122,6000.0,1331.67,0.0,0.0,,0.0,0.0,33182.0,33100.0,7.0,4148.0,14310.0,29.9,0.0,0.0,39.0,2.0,2.0,0.0,2.0,3.0,,0.0,4.0,5.0,5.0,6.0,1.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,58210.0,33182.0,20400.0,25110.0,354
37147634,30000.0,10.49,B3,10+ years,MORTGAGE,250000.0,2014-12-01,Fully Paid,debt_consolidation,UT,9.66,0.0,720.0,724.0,1.0,72.0,,13.0,0.0,30587.0,57.7,37.0,35071.2770259971,30000.0,5071.28,0.0,0.0,,0.0,0.0,648782.0,53000.0,3.0,49906.0,8792.0,63.4,0.0,0.0,197.0,7.0,6.0,5.0,75.0,3.0,72.0,0.0,2.0,5.0,3.0,7.0,14.0,9.0,18.0,5.0,13.0,0.0,0.0,0.0,3.0,97.2,0.0,0.0,701367.0,73337.0,24000.0,63367.0,841
37701328,20400.0,6.49,A2,3 years,MORTGAGE,85000.0,2014-12-01,Fully Paid,debt_consolidation,AZ,16.65,0.0,715.0,719.0,0.0,,,9.0,0.0,26833.0,59.4,21.0,22438.1927387281,20400.0,2038.19,0.0,0.0,,0.0,0.0,256442.0,45200.0,3.0,28494.0,18367.0,59.4,0.0,0.0,173.0,44.0,18.0,4.0,44.0,,,0.0,5.0,5.0,5.0,6.0,11.0,5.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,288079.0,71062.0,45200.0,50179.0,852
37741369,3800.0,11.99,B5,10+ years,RENT,140000.0,2014-12-01,Fully Paid,debt_consolidation,NY,10.97,0.0,745.0,749.0,0.0,,,9.0,0.0,5786.0,19.3,22.0,4480.1481962625,3800.0,680.15,0.0,0.0,,0.0,0.0,17286.0,30000.0,5.0,1921.0,20549.0,4.9,0.0,0.0,196.0,15.0,2.0,0.0,15.0,15.0,,0.0,3.0,4.0,4.0,5.0,10.0,8.0,12.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,41500.0,17286.0,21600.0,11500.0,108
37630860,12950.0,14.31,C4,,RENT,60000.0,2014-12-01,Fully Paid,other,CA,26.18,0.0,680.0,684.0,0.0,,,14.0,0.0,22371.0,76.9,18.0,15701.180216794099,12950.0,2751.18,0.0,0.0,,0.0,0.0,39631.0,29100.0,3.0,2831.0,2979.0,86.3,0.0,0.0,128.0,8.0,8.0,0.0,83.0,,,0.0,8.0,11.0,8.0,9.0,4.0,13.0,14.0,11.0,14.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,50100.0,39631.0,21800.0,21000.0,956
37701377,7150.0,6.49,A2,3 years,MORTGAGE,89000.0,2014-12-01,Fully Paid,other,CA,9.68,0.0,735.0,739.0,0.0,27.0,,14.0,0.0,9900.0,15.1,59.0,7883.5719373515,7150.0,733.57,0.0,0.0,27.0,0.0,0.0,391813.0,65400.0,5.0,27987.0,49168.0,15.2,0.0,0.0,129.0,2.0,2.0,2.0,2.0,17.0,,1.0,3.0,4.0,4.0,17.0,27.0,6.0,30.0,4.0,14.0,0.0,0.0,0.0,2.0,98.3,0.0,0.0,476756.0,71782.0,58000.0,77326.0,917
36361523,18625.0,15.99,D2,3 years,RENT,52000.0,2014-12-01,Charged Off,small_business,PA,20.47,0.0,705.0,709.0,1.0,44.0,,9.0,0.0,8993.0,18.9,21.0,629.89,406.53,223.36,0.0,0.0,44.0,0.0,0.0,15518.0,35400.0,5.0,1940.0,25907.0,19.8,0.0,0.0,137.0,7.0,7.0,0.0,7.0,0.0,44.0,4.0,5.0,5.0,5.0,12.0,1.0,8.0,20.0,5.0,9.0,0.0,0.0,0.0,3.0,76.2,0.0,0.0,45613.0,15518.0,34900.0,10213.0,193
37840854,7000.0,8.19,A5,1 year,RENT,35000.0,2014-12-01,Fully Paid,credit_card,GA,16.07,0.0,685.0,689.0,0.0,64.0,,6.0,0.0,6849.0,15.9,18.0,7569.44,7000.0,569.44,0.0,0.0,64.0,0.0,0.0,6849.0,43200.0,0.0,1712.0,36351.0,15.9,0.0,0.0,369.0,69.0,69.0,2.0,77.0,10.0,64.0,1.0,2.0,2.0,4.0,7.0,6.0,4.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,94.4,0.0,0.0,43200.0,6849.0,43200.0,0.0,306
37771333,4000.0,10.49,B3,3 years,RENT,35000.0,2014-12-01,Fully Paid,debt_consolidation,CA,20.95,0.0,715.0,719.0,1.0,,,4.0,0.0,10631.0,90.9,10.0,4436.1700000027,4000.0,436.17,0.0,0.0,,0.0,0.0,24054.0,11700.0,3.0,6014.0,669.0,94.1,0.0,0.0,118.0,12.0,12.0,0.0,50.0,0.0,,0.0,2.0,2.0,2.0,5.0,3.0,3.0,7.0,2.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,33467.0,24054.0,11300.0,21767.0,921
37821331,30275.0,15.99,D2,,MORTGAGE,68940.0,2014-12-01,Charged Off,debt_consolidation,TX,28.49,0.0,665.0,669.0,1.0,,,18.0,0.0,34910.0,86.8,31.0,23817.14,15892.1,6416.39,0.0,0.0,,0.0,0.0,60118.0,40200.0,1.0,3340.0,1729.0,93.3,0.0,0.0,200.0,38.0,1.0,1.0,93.0,1.0,,0.0,10.0,17.0,10.0,14.0,4.0,17.0,26.0,17.0,18.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,65408.0,60118.0,25900.0,25208.0,780
