loan_amnt,int_rate,annual_inc,dti,fico_range_low,total_acc,acc_open_past_24mths,probability_fully_paid
5000,12.39,60000,12.76,670,19,8,0.869641486384989
14125,14.99,42000,26.6,705,29,11,0.874685873012072
6925,15.99,34500,0.87,660,6,2,0.842513979774416
8000,13.66,30000,23.24,695,12,4,0.814210425330685
10000,9.49,46000,18.42,665,21,3,0.890994495480013
8000,11.44,24000,38.4,670,37,7,0.866491024923581
20000,12.99,60000,17.62,660,18,0,0.866795372734199
10000,8.19,150000,21.78,670,30,5,0.880709367620631
4000,8.19,90000,6.97,710,25,3,0.891035897262152
20000,7.49,114000,10.42,790,18,3,0.896911491244377
5875,13.66,19600,19.47,705,10,4,0.856663062726805
20000,11.99,180000,9.97,715,42,2,0.887715993582501
19825,14.31,98700,20.96,670,27,3,0.848156988428164
7275,15.99,18372,33.57,685,15,3,0.827621935600825
8000,12.39,92000,7.29,660,13,4,0.861867875789337
4000,14.31,80000,9.33,660,15,2,0.865130310785477
15000,14.31,36000,15.2,670,6,1,0.839569756375128
15000,8.19,108000,9.34,660,17,5,0.886638344669244
28000,8.67,90000,11.61,735,40,4,0.896911491244377
20000,7.49,220000,5.94,715,26,2,0.896911491244377
28000,6.99,102000,22.86,675,29,7,0.876732466792322
11000,9.49,56400,11.43,685,22,4,0.893918146366147
10475,6.99,23000,15.13,750,12,0,0.895685122802029
2000,11.44,31000,11.49,670,11,1,0.886680995431863
6000,10.49,34000,18.57,740,12,6,0.894588806279814
5800,8.67,45000,14.72,690,9,1,0.891442470853889
5000,10.49,55000,22.78,705,18,1,0.877625357202405
20000,7.49,91000,9.47,715,35,4,0.896911491244377
4000,12.39,25000,22.28,675,10,3,0.881592495378433
8400,12.39,44900,34.8,680,52,9,0.859006710898182
20000,9.49,150000,13.17,715,52,6,0.896911491244377
8400,13.66,54000,16.6,665,22,5,0.867680707126932
4000,15.59,45000,9.01,660,30,7,0.880034514284392
10000,6.99,62000,6.77,695,54,8,0.890841361401422
7000,9.49,106000,9.89,660,47,8,0.882891591975672
15000,8.19,72000,13.17,680,22,2,0.892346480154606
10000,7.49,165000,21.2,680,35,9,0.885027124277718
16450,15.59,110000,10.89,685,38,11,0.797967469282138
7200,12.99,38000,13.08,670,37,6,0.866112127886578
2500,11.99,59000,2.58,660,16,1,0.890533907678562
16225,14.99,47784,30.89,670,42,7,0.862172458530564
3000,14.99,63000,17.05,670,52,6,0.859466234954826
4200,14.31,16000,21.23,660,15,4,0.817650956649011
9600,8.19,64000,22.66,725,52,8,0.890024422329711
3850,24.99,43000,37.59,695,31,9,0.835181108657154
30000,13.66,70000,15.41,670,17,9,0.875922296755727
20000,12.39,135000,9.04,675,19,5,0.869553605988523
8125,13.66,23998,21.86,690,15,4,0.765707404174494
11000,8.19,135000,4.57,665,37,14,0.886419984228297
15000,6.49,76735,11.48,715,26,2,0.896911491244377
7500,6.03,100000,18.24,715,44,4,0.895826564431621
18000,6.49,62000,13.67,715,21,2,0.896911491244377
8000,12.39,26000,39.34,730,15,1,0.819809186925157
13225,12.39,36000,14.04,735,25,3,0.88605560925265
3000,8.67,115000,10.14,670,25,4,0.892672775633947
14975,12.99,70000,18.94,715,23,3,0.883734120709626
33800,6.99,186000,12.29,755,17,0,0.896911491244377
7500,11.44,79600,5.41,670,18,0,0.891456003256546
8000,14.31,50000,21.58,700,15,3,0.856505197547718
8000,7.49,140000,4.78,690,28,1,0.889482433851832
12000,12.39,61000,7.77,690,10,1,0.866180113193676
12000,11.99,52000,23.93,685,35,4,0.854567029971722
9000,7.49,58000,16.14,785,32,1,0.896213859252497
10000,8.67,80000,6.75,665,29,3,0.891562833090481
14000,12.99,140000,22.97,700,23,5,0.876785752784723
12000,14.31,102000,18.33,675,48,6,0.867123854724023
15000,8.67,66000,17.16,730,32,12,0.896911491244377
6000,7.49,41000,17.39,690,20,3,0.891035897262152
9500,9.49,51000,6.47,690,12,1,0.888776352532891
9600,9.49,31289,17.76,680,15,2,0.886882938937406
8000,9.49,43000,29.33,715,24,8,0.888726288024808
25000,6.99,111000,12.11,725,21,3,0.896911491244377
7000,9.49,110000,23.6,685,30,4,0.878855412441459
18000,6.49,60800,17.21,690,13,1,0.892346480154606
20000,8.67,150000,25.59,735,25,10,0.890024422329711
2400,17.86,18000,35.4,680,20,3,0.860784217092189
12000,8.19,77500,16.72,705,24,6,0.892346480154606
20000,11.44,65000,19.02,730,34,5,0.896911491244377
5000,9.49,100015,22.11,685,34,3,0.870940585553283
17000,11.99,88000,26.43,675,27,2,0.861658609885972
20000,13.66,150000,15.61,725,18,6,0.886099163055031
21600,10.49,130000,23.4,670,32,5,0.872382502459228
7000,11.99,110000,6.51,675,35,9,0.887676292766827
12000,8.67,45000,36.45,795,21,2,0.888726288024808
5000,14.31,85000,22.29,690,15,8,0.86804917294065
15000,6.99,125000,20.59,725,54,3,0.896911491244377
17925,15.59,50000,16.87,680,10,2,0.867503115970677
20000,9.49,100000,5.36,680,25,3,0.892346480154606
15000,8.19,63000,18.5,705,21,2,0.892346480154606
5600,9.49,55000,10.36,685,12,6,0.891035897262152
10000,12.39,54000,26.24,675,31,6,0.866934380090927
3825,18.54,36000,4.27,720,13,4,0.868227263587037
10000,13.66,110000,9.67,675,18,5,0.857853356330879
6600,6.49,76000,6.27,665,25,3,0.891562833090481
20000,8.19,110000,14.14,695,32,1,0.892588783079379
5600,10.49,26510,19.74,680,7,2,0.888158323732629
5000,12.99,50000,16.48,695,9,5,0.876355552311047
12000,13.66,63000,16.38,665,31,9,0.852642107212664
15000,6.49,90000,6.01,695,31,0,0.887908577498904
6000,16.49,43000,20.49,665,26,8,0.817571712469893
35000,16.49,185000,13.76,725,11,2,0.862116941706848
2725,11.99,58000,11.75,660,36,4,0.841472476104806
14400,7.49,58000,17.91,705,25,3,0.892346480154606
35000,8.67,160000,11.96,715,29,7,0.896911491244377
2400,16.49,50000,23.36,665,20,3,0.860367778454394
10000,13.66,30000,13,710,27,8,0.847028779395136
10000,9.49,50566,14.46,700,19,4,0.891044127672999
10000,12.39,48000,16.7,660,13,4,0.868088117923687
3500,8.19,65000,10.91,825,17,3,0.895826564431621
11200,7.49,170000,2.08,660,28,1,0.891384928503786
17475,16.49,35000,35.84,700,15,4,0.858927115071382
1500,14.99,63000,26.99,690,31,6,0.895760211123362
9600,15.99,68000,15.71,710,24,7,0.799760565982873
5000,10.49,82000,27.8,665,20,1,0.876203215088152
10000,11.99,40000,32.43,745,26,6,0.888352106545303
16700,12.99,62800,15.86,660,11,4,0.867979717261705
15000,6.49,149500,1.23,810,16,0,0.896911491244377
10000,10.49,87000,7.26,690,18,3,0.889482433851832
30000,7.49,100000,23.31,745,14,0,0.890024422329711
12000,8.19,52000,22.22,715,40,13,0.888726288024808
9950,11.99,62000,16.54,670,20,6,0.867170757653849
10000,8.67,48000,30.75,675,24,4,0.878501049273108
3000,14.31,64000,12.9,660,26,9,0.849149699812042
12000,22.99,72000,15.73,715,20,4,0.860067997214784
5000,7.49,150000,16.98,685,17,7,0.886227366229154
9000,12.39,40000,13.41,675,22,7,0.8647687752223
3500,10.49,120000,19.27,675,33,5,0.885637522619081
7200,6.03,124000,9.42,720,37,4,0.895826564431621
5300,16.49,45000,6.11,710,8,5,0.829140615887999
2500,11.99,27000,30.31,670,9,3,0.877943906195768
10000,6.03,45000,23.41,745,14,1,0.890430649903627
8700,9.49,52000,25.62,695,41,8,0.870509058250699
10000,12.39,43600,5.23,675,16,6,0.885210207267262
11850,18.54,33000,16.44,725,10,3,0.856983094180673
6850,11.99,36000,27.44,675,27,1,0.866248507252431
8000,11.99,125000,13.18,660,62,5,0.8370583775431
20000,10.49,92000,21.6,690,25,8,0.883136782935645
28000,7.49,88500,10.67,780,30,3,0.896911491244377
21000,12.99,180000,23.24,705,20,2,0.876556865611668
28000,8.19,156000,16.57,770,27,0,0.896911491244377
5500,14.31,172000,9.11,660,23,8,0.867922503056189
10500,13.66,48000,19.2,675,18,7,0.864651207398066
14400,8.19,48000,26.85,675,33,2,0.871313348291803
15000,6.49,110000,18.73,690,29,5,0.892346480154606
8000,17.86,82000,18.91,690,16,7,0.81375123437482
18000,8.19,60000,21.08,695,31,5,0.892588783079379
8000,7.49,52000,7.57,665,22,6,0.890994495480013
8800,15.99,65000,22.71,755,36,11,0.829645796603274
30000,16.49,103000,13.53,670,13,4,0.88053343809003
9000,11.44,50000,8.26,665,14,1,0.890994495480013
25000,6.49,160000,15.61,730,31,2,0.896911491244377
20000,7.49,100000,5.93,690,11,0,0.892346480154606
20000,6.99,300000,14.4,710,39,5,0.892588783079379
20000,11.99,90000,9.96,670,34,14,0.872390397250425
6300,8.19,32000,20.07,660,25,4,0.8881559554196
8000,12.99,115000,7.87,675,13,6,0.849804599363428
18000,8.67,58800,24.55,730,21,2,0.890024422329711
9900,8.19,79000,24.9,660,44,8,0.869639292526036
8000,12.99,33550.4,28.94,665,8,2,0.862688782599428
3000,12.99,24000,29.05,690,16,2,0.858752553095613
20000,6.49,114000,24.71,725,34,6,0.890024422329711
12000,9.49,45000,21.84,720,15,4,0.895685122802029
4800,12.99,42000,26.34,690,18,3,0.869697188222677
35000,8.67,168000,16.52,695,38,2,0.892588783079379
28000,6.49,120000,26.07,720,55,2,0.890024422329711
10000,6.03,55000,15.08,750,14,1,0.896213859252497
12000,14.99,80000,15.89,660,22,5,0.863605759519572
5000,6.03,38000,0.63,700,40,4,0.892762008890406
6000,10.49,30000,14.36,735,20,1,0.896213859252497
20000,11.99,85000,9.93,660,33,4,0.86313296637673
28000,6.49,89000,24.95,720,35,3,0.890024422329711
24000,8.67,90000,10.04,665,23,1,0.890960592023159
8125,6.03,85964.62,6.68,830,22,2,0.895826564431621
13600,6.99,83000,14.47,730,30,2,0.896911491244377
5000,14.99,32880,13.98,725,13,3,0.871307049682366
15000,12.39,70000,22.06,670,19,7,0.840319550342557
7000,12.39,18500,25.18,670,9,6,0.851332267814304
15000,6.49,110000,4.44,720,26,3,0.896911491244377
16000,13.66,41000,13.48,725,22,3,0.888430781394257
12000,12.99,45000,25.04,680,16,3,0.862686580119215
20000,6.03,100000,10.21,765,37,1,0.896911491244377
19200,12.39,58000,29.98,720,14,0,0.88484293033655
20000,6.49,140000,2.5,765,17,3,0.896911491244377
11200,12.99,55000,27.97,690,26,6,0.855321716061168
6500,8.19,100000,11.13,740,15,4,0.895826564431621
4800,14.99,49000,21.84,670,17,4,0.859841823689321
8000,11.44,57000,17.58,700,30,2,0.885027124277718
6400,13.66,50000,29.57,720,15,4,0.882208955311011
2800,12.39,92000,24.12,680,30,10,0.845400166645119
24000,10.49,75000,12.52,710,47,5,0.892588783079379
14000,11.44,140000,5.28,680,15,4,0.893918146366147
20000,6.99,45000,14.33,715,15,0,0.895685122802029
24000,11.44,74765,25.76,695,54,7,0.878047939091168
14000,12.39,94000,19.76,675,18,1,0.863743676675242
15000,6.03,72000,21.25,725,27,4,0.896911491244377
7000,8.67,55000,18.2,700,35,6,0.886163944170819
7200,13.66,30000,27.69,705,34,5,0.788204859967434
6000,12.39,87000,17.87,695,18,2,0.885551150010018
11050,18.54,50000,16.42,720,24,3,0.82466136190298
20000,13.66,61000,11.21,670,6,2,0.852536568336443
8000,9.49,42000,21.37,660,51,6,0.889757783991327
9600,15.59,60000,11.28,700,13,6,0.759108946018934
15000,11.99,60000,5.82,680,18,2,0.884447410726878
3000,13.66,40000,26.73,670,14,7,0.863500474847967
2000,12.99,40000,24.42,680,23,5,0.89585831993259
12000,12.39,52000,5.59,685,6,2,0.884392560631496
15000,12.99,45000,12,705,7,1,0.865895415648476
10100,11.99,40000,23.94,675,28,7,0.856592234605104
10000,6.03,169000,9.33,705,35,5,0.885370346614556
8950,14.31,30000,26.04,745,8,3,0.856987633182967
30500,15.59,69338,17.93,675,36,3,0.797533160218604
6000,6.99,30000,22.32,770,13,6,0.888726288024808
14000,10.49,350000,9.68,670,26,0,0.890602029769151
16000,7.49,132000,14.08,710,17,5,0.892346480154606
30000,12.39,247000,8.22,690,13,2,0.873941574003339
15000,8.19,40000,11.64,740,33,6,0.895685122802029
2650,19.99,82000,8.94,665,18,9,0.866580577994275
19000,8.19,65000,28.49,715,26,0,0.890024422329711
17500,8.19,245000,9.82,690,24,4,0.893918146366147
4800,12.99,38000,33.61,700,15,0,0.885559671336715
2000,12.99,18000,26.67,660,19,1,0.819950559598547
16000,10.49,48000,29.7,670,34,8,0.87624880794786
16000,7.49,106324,36.23,665,35,7,0.877503197960047
20000,8.19,150000,10.78,715,16,2,0.896911491244377
8000,7.49,45000,22.37,735,23,9,0.888726288024808
7625,18.54,24012,31.58,780,24,5,0.810765015691855
15000,11.99,45000,33.65,695,14,7,0.88097612851926
20800,9.49,112000,9.45,705,16,3,0.892346480154606
20000,6.03,68000,23.54,775,19,5,0.890024422329711
7000,16.49,70000,15.84,685,30,7,0.823955824453984
35000,19.24,80000,24.73,665,19,4,0.871762516243171
16800,6.03,116901,20.33,710,43,5,0.892588783079379
8000,8.19,55000,9.67,670,11,3,0.889863031185835
16000,14.31,50000,5.26,710,23,5,0.84222182850785
20000,7.49,105000,13.71,700,37,5,0.892588783079379
25000,6.49,120000,17.16,715,30,2,0.896911491244377
9000,11.44,48000,32.77,710,31,5,0.871313348291803
3600,13.66,67000,21.73,670,14,2,0.861731516158785
4400,15.99,54500,10.88,675,29,3,0.884629986972925
12000,12.39,95000,18.19,745,17,3,0.889249377006942
22000,11.99,75000,20.02,675,28,6,0.857506147454201
18000,8.67,70000,1.94,665,35,4,0.891137170283389
8000,9.49,82000,7.77,715,22,2,0.895826564431621
34500,11.44,73000,18.9,715,41,5,0.896911491244377
8400,8.67,76000,27.25,780,24,9,0.890024422329711
15000,7.49,60000,8.02,710,47,2,0.887908577498904
9600,15.59,31000,30.74,690,17,3,0.819486476554622
10500,8.67,45501,30.31,715,42,9,0.888726288024808
10000,16.49,90000,10.01,670,32,8,0.819109596086809
10000,9.49,55500,21.15,685,30,5,0.885831861038416
4800,13.66,92000,14.22,660,42,10,0.839348797288309
8000,15.59,40000,10.23,660,15,2,0.782247572368484
20000,6.99,95000,12.95,700,46,2,0.892588783079379
24000,14.99,60000,23.41,665,48,10,0.835588875498912
25000,6.99,160000,9.37,700,26,7,0.892346480154606
12000,12.39,78000,12.72,685,24,1,0.860796156201837
4850,22.99,48000,20.95,665,31,3,0.789560680919254
20000,6.03,300000,8.25,740,11,0,0.896911491244377
10200,7.49,72000,31.63,715,33,6,0.890024422329711
7000,11.99,40000,12.06,665,20,8,0.828533992921073
5000,8.19,40000,13.41,710,17,0,0.891035897262152
11200,11.44,60000,27.4,720,23,1,0.890024422329711
4200,11.44,30500,29.36,660,31,7,0.866906426194571
35000,13.66,86578,4.16,670,8,5,0.889547864300507
12725,6.03,72000,17.38,750,20,4,0.896911491244377
10500,15.59,45000,38.69,700,19,3,0.79012214826534
4800,15.99,40000,10.32,700,12,3,0.855535626399929
8000,8.19,40000,32.82,675,46,5,0.866451683818768
10000,6.99,58500,25.6,710,37,3,0.871313348291803
6000,15.99,45000,0.91,695,20,4,0.881339153876549
35000,15.99,96000,16.73,680,36,5,0.803199601830682
5000,10.49,25000,19.35,765,6,2,0.894588806279814
14400,6.03,64954.2,15.89,725,11,3,0.896911491244377
15000,6.03,110000,10.91,770,20,4,0.896911491244377
15000,15.99,66000,27.18,675,35,6,0.815076578127856
7000,11.44,60000,24.93,710,67,7,0.880340890615706
7000,13.66,22000,13.15,670,9,4,0.785224073961279
2500,15.99,35000,5.25,670,19,10,0.887191367737912
4200,6.49,96000,2.04,795,18,2,0.895826564431621
10000,16.49,69936,14.46,705,50,14,0.829088355050151
15600,8.19,110000,9.13,675,38,7,0.892588783079379
19200,11.99,100000,12.76,690,34,3,0.873688655791385
6625,17.86,16000,33.08,690,8,2,0.889432578227785
22000,14.31,72000,36.34,690,26,4,0.86455060755315
10000,14.31,63204,11.92,660,15,7,0.829879532003777
7000,12.99,32000,18.57,670,29,3,0.864912792177116
28000,7.49,86000,14.15,715,22,2,0.896911491244377
18000,6.99,140000,7.04,740,23,4,0.896911491244377
35000,12.99,125000,17.76,700,27,5,0.884697826152885
4000,12.39,22000,21.82,710,15,3,0.861782950276697
16000,8.19,120000,10.73,710,14,2,0.892346480154606
25000,8.19,75000,25.98,720,39,7,0.890024422329711
24000,12.99,225000,23.8,715,20,6,0.88206769256046
8000,7.49,52000,28.59,765,15,4,0.888726288024808
12000,10.49,44000,33.06,690,35,3,0.867924831883358
24000,11.99,80000,14.48,685,22,2,0.859945100998272
7000,11.99,125000,15.48,665,41,6,0.839423180612695
10000,14.99,52888,38.31,670,21,3,0.86086956221258
12300,6.49,54000,18.8,730,27,4,0.895685122802029
10000,8.67,300000,6.64,660,23,6,0.891562833090481
1000,15.59,16000,28.36,705,12,3,0.877503268151918
4000,13.66,60000,24.46,670,52,9,0.848587384752012
28000,6.99,75000,24.99,685,28,0,0.876732466792322
24000,6.03,75000,18.77,775,18,4,0.896911491244377
10000,6.49,80000,9.87,700,8,1,0.888378839928134
11975,22.99,45000,15.68,675,23,6,0.824799154718857
13800,12.39,57500,37.74,700,23,6,0.877830803623393
20000,9.49,210000,4.21,680,21,4,0.893918146366147
35000,12.39,110000,11.68,715,10,2,0.876132598468545
30000,15.99,72000,27.12,720,39,3,0.823917127280327
8000,14.99,40000,26.78,685,14,7,0.864893088941806
6000,11.99,30000,35.2,700,16,5,0.837407856505745
10000,11.99,53060,28.89,715,18,3,0.882794384086289
3400,14.31,48000,20.8,675,11,1,0.865677847796697
25000,14.99,75000,15.01,680,24,4,0.864322480030789
35000,16.49,86000,31.2,680,34,7,0.799724314201375
8000,8.67,70000,9.69,740,13,6,0.895826564431621
8400,8.19,86099,14.25,820,20,2,0.895826564431621
7200,6.49,300000,10.02,700,60,7,0.888449248105424
15000,10.49,80000,28.87,670,28,1,0.876203215088152
5850,17.14,43000,1.54,725,15,7,0.859822599490576
6000,12.39,85000,21.89,680,31,12,0.867992864275799
5000,6.49,80000,14.04,685,25,7,0.886227366229154
8000,15.99,55000,18.31,700,10,4,0.851402256037795
12000,7.49,175000,1.08,800,10,4,0.896911491244377
30000,8.67,250000,12.85,685,52,3,0.892588783079379
6000,8.19,53000,8.99,690,36,7,0.881570687893326
1200,25.83,9936,14.01,670,8,4,0.888357783262853
3000,12.99,95000,0.48,670,12,2,0.889726826090383
10000,6.99,68000,15.43,730,33,6,0.895826564431621
6100,6.49,40000,14.73,725,22,6,0.894588806279814
13000,6.99,58000,10.26,800,27,5,0.895685122802029
24000,12.99,165000,9.41,680,24,1,0.869553605988523
15000,14.31,90000,6.86,685,5,1,0.883759217630151
2400,12.99,25000,24.1,695,13,1,0.882716215841646
18450,16.49,37000,24.13,665,31,6,0.798399690714237
20000,8.67,65000,12.43,685,21,6,0.892346480154606
9600,6.99,48000,13.53,710,19,5,0.890476945609392
2400,15.99,16000,3.3,710,4,3,0.812914369110182
2000,8.19,35000,1.71,800,11,2,0.894588806279814
30000,11.99,125000,15.05,680,23,0,0.877740671535037
5500,10.49,21000,13.89,730,19,6,0.894588806279814
25000,6.49,350000,6.97,730,31,0,0.896911491244377
25000,8.19,76800,27.21,750,31,6,0.890024422329711
20000,15.59,280000,20.69,665,19,4,0.874444544389015
20750,16.49,65000,16.71,670,23,1,0.816296097111027
15000,8.19,60000,10.84,675,38,4,0.894054299231657
15000,10.49,65000,23.02,665,33,10,0.866509427566074
15225,15.99,125000,12.49,670,22,7,0.794396850213989
30000,15.99,500000,7.4,710,46,9,0.846182855150605
12000,8.19,75000,10.74,710,13,5,0.892346480154606
25000,17.14,116000,20.45,690,9,4,0.875448010763685
12000,11.99,55000,15.99,680,12,3,0.865495578157592
3000,11.99,38000,33.16,725,18,3,0.887946781702893
13800,6.03,65000,14.16,715,22,3,0.896911491244377
8000,12.39,52000,18.65,695,22,6,0.874767190207997
28000,6.49,98000,19.95,705,21,2,0.892346480154606
8400,8.67,44000,22.18,690,34,13,0.86729582848046
3000,17.14,68000,26.83,680,26,14,0.852004572688278
10000,6.99,60000,10.92,760,22,5,0.895826564431621
24000,8.67,120000,11.94,745,14,2,0.896911491244377
16000,12.39,225000,11.35,760,11,1,0.873393527269025
28800,6.49,150000,24.02,725,28,7,0.890024422329711
19500,18.54,60000,24.96,665,47,11,0.815842210091147
32000,6.99,100000,27.23,740,15,1,0.890024422329711
3450,14.31,35000,14.03,670,25,7,0.858773838539749
10000,8.19,75703,24.71,710,17,2,0.877422491045299
11775,19.99,48000,17,675,20,4,0.862171909573847
6700,14.31,52000,3.41,660,35,2,0.888007251726405
13000,6.99,80000,13.38,675,17,4,0.893918146366147
8000,8.67,35000,21.26,710,16,4,0.865866501248158
8000,6.03,68000,10.52,715,18,2,0.895826564431621
5000,17.14,36400,6.86,720,13,3,0.869321624854589
10000,12.99,55000,6.35,680,11,1,0.881872501090309
6400,12.99,75700,22.53,720,31,2,0.883775980469914
28775,24.5,127594.05,13,670,15,7,0.849562833587712
10000,7.49,40000,9.66,685,12,1,0.889447265045766
6000,6.49,64000,18.13,745,10,2,0.895826564431621
16000,18.54,47000,13.33,715,21,7,0.818975553250642
12000,6.99,50000,16.27,710,26,2,0.892515599208244
20000,8.67,60000,33.68,690,23,1,0.876732466792322
24000,6.49,150000,16.75,720,23,4,0.896911491244377
18000,8.19,177540,4.77,675,24,1,0.892346480154606
6000,11.44,55000,3.23,660,26,5,0.891562833090481
2000,11.44,71000,14.99,665,13,3,0.890994495480013
34475,13.66,75000,17.33,705,26,4,0.87427223911887
16000,13.66,40000,18.81,680,21,3,0.867225299529168
10775,7.49,81000,32.43,695,42,6,0.871313348291803
25000,6.03,77000,16.55,735,21,1,0.896911491244377
3800,12.39,83000,4.78,695,12,3,0.886929959783973
10000,6.99,60000,16.4,670,24,6,0.890563063375378
5600,15.59,40320,4.76,700,16,3,0.843326973641101
35000,13.66,330000,21.81,715,23,4,0.886859537926982
6000,6.03,32000,18.44,665,22,2,0.887779963324671
18000,14.99,90000,22.68,665,24,10,0.822376293917798
12000,11.44,150000,27.95,725,18,3,0.890024422329711
8000,14.31,24000,16.45,670,16,2,0.791122671848075
6000,10.49,43000,34.8,755,21,6,0.888726288024808
6150,6.49,13500,27.11,790,21,4,0.888726288024808
3000,12.99,40000,1.65,730,4,3,0.88867271305065
15675,17.86,96000,13.11,720,16,7,0.86330021841331
10750,15.99,30000,11.56,700,6,2,0.79802606609639
24000,8.19,140000,6.92,690,17,3,0.892346480154606
5000,11.44,46000,14.87,700,29,4,0.892624394732787
20000,10.49,60000,20.71,735,14,4,0.896911491244377
12000,6.99,25000,10.47,740,8,1,0.897295214972881
19300,12.39,70000,20.09,715,21,3,0.884856235312248
3375,19.99,10000,27.97,685,10,6,0.889747476952687
25000,7.49,90000,9.18,680,27,4,0.893918146366147
35000,8.19,130000,10.75,710,19,1,0.892346480154606
5500,12.39,45100,17.27,685,41,3,0.870685847532551
14000,14.99,60000,20.13,675,9,4,0.85581808360482
18000,6.03,77916,19.36,775,37,0,0.896911491244377
6575,8.19,75000,11.15,670,25,0,0.890887174257077
15000,8.19,64000,34.56,705,36,3,0.871313348291803
10000,12.39,32000,23.11,670,15,9,0.844666846799665
20000,7.49,47000,16.01,705,26,5,0.891869212018495
27700,10.49,92000,17.53,735,14,5,0.896911491244377
8400,8.67,48000,11.5,710,23,8,0.880060651652493
8000,6.49,32000,18.68,690,8,0,0.868568958780269
20000,6.03,136000,8.84,705,18,2,0.892346480154606
8350,16.49,28000,7.45,675,7,5,0.871427352774035
28000,8.19,140000,19.42,700,49,7,0.892588783079379
4500,11.99,64000,20.61,710,35,6,0.884529177199402
28000,7.49,200000,18.42,670,23,3,0.890602029769151
28000,6.99,210000,16.97,725,53,9,0.896911491244377
10000,7.49,72000,22.52,665,25,8,0.860232213316502
12000,12.99,60000,27.24,700,35,9,0.881970869990516
17000,8.19,110000,12.35,735,14,4,0.896911491244377
5000,15.59,35000,17.42,665,8,2,0.875903582301929
8000,11.99,65000,18.32,675,30,6,0.850827780145204
15000,6.03,90000,19.65,735,40,4,0.896911491244377
12000,6.49,44720,19.08,715,19,2,0.895685122802029
28000,6.49,90000,18.47,690,38,4,0.893959362308852
16000,8.19,85000,16.92,700,27,0,0.892346480154606
12000,11.44,52000,5.49,680,10,4,0.894085089454079
9000,6.99,85000,29.61,680,37,6,0.871313348291803
18000,9.49,56000,14.57,665,34,8,0.889309517659072
24000,6.49,70000,17.5,775,32,4,0.896911491244377
18000,6.03,115000,7.39,825,14,3,0.896911491244377
8975,17.14,65000,10.04,695,17,4,0.841125566333166
25000,6.03,160000,15.54,735,27,3,0.896911491244377
13600,10.49,55000,24.66,680,32,6,0.871313348291803
30000,9.49,125000,17.52,670,33,8,0.889016886457901
15000,14.31,42000,29.2,660,18,5,0.860784296354653
25000,6.03,125000,11.21,730,22,1,0.896911491244377
20000,8.19,103500,9.48,750,32,6,0.896911491244377
20000,11.44,111000,13.23,760,8,3,0.896911491244377
6600,14.31,53000,26.49,680,14,4,0.862828905642852
7200,8.67,85000,6.54,715,20,4,0.895826564431621
6700,9.49,55000,2.88,720,5,3,0.895490590069261
11400,8.67,120000,11.2,710,11,2,0.892346480154606
2100,11.44,60000,11.76,670,24,3,0.890887174257077
5000,12.39,110000,14.07,700,18,4,0.884103009881016
13500,6.49,95000,9.72,745,9,2,0.896911491244377
2500,15.99,25000,28.56,675,6,4,0.882339510877567
3500,7.49,69039,17.32,675,14,2,0.891035897262152
16000,12.39,60000,24.84,720,40,5,0.885466199292166
12000,6.99,240000,13.64,725,32,5,0.896911491244377
35000,8.19,425000,3.35,665,17,0,0.889862702280822
18000,9.49,72137,14.77,660,28,4,0.890331515891278
10000,6.03,185000,9.8,760,24,0,0.895826564431621
18700,12.99,200000,21.28,730,24,3,0.886756746858969
35000,8.67,375000,11.12,690,41,1,0.892588783079379
20000,8.19,115000,5.99,695,7,0,0.892294922959643
10000,6.03,104000,14.34,800,41,4,0.895826564431621
10000,16.49,42000,24.06,710,24,12,0.813843880340278
10000,12.99,111450,23.52,670,29,6,0.83121861863674
5325,8.67,49000,34.53,800,31,5,0.888726288024808
10000,10.49,29000,15.44,725,14,1,0.896213859252497
6500,14.31,17998,16.14,680,8,2,0.851051556799711
6000,6.49,65000,15.57,795,40,5,0.895826564431621
21000,6.03,90175,15.93,715,41,4,0.896911491244377
20000,6.99,300000,5.91,680,23,4,0.893918146366147
35000,8.19,180000,16.83,735,25,3,0.896911491244377
4500,12.39,40000,18.67,715,11,1,0.887532888872073
24000,13.66,73918,26.05,665,25,5,0.857234772029829
15000,14.31,200000,20.56,670,26,4,0.836623563488391
1200,11.99,48000,36.6,725,19,1,0.896473770202129
20000,6.49,250000,6.47,805,18,5,0.896911491244377
12000,6.49,55000,21.32,695,16,2,0.892346480154606
12575,13.66,35000,21.64,665,10,2,0.858642824145137
18000,11.44,48000,7.5,670,26,1,0.890264550978436
12000,10.49,72000,9.13,670,16,3,0.891186285868082
5600,15.99,90000,12.29,715,19,5,0.843879436751793
6000,12.39,60000,12.6,670,49,6,0.86322740329534
1750,9.49,50000,18.99,695,27,6,0.891035897262152
35000,12.99,200000,9.48,740,23,5,0.888161897028555
18000,12.39,86000,7.3,665,6,2,0.860898781363075
6000,11.44,50000,28.25,675,16,2,0.877625357202405
12000,11.99,85000,7.71,690,25,7,0.864058476821579
10000,6.49,74000,8.53,740,28,1,0.895826564431621
2800,12.39,27000,24.71,700,15,4,0.858752553095613
14400,11.44,56000,19.46,660,21,2,0.889350792991461
2500,8.67,202000,12.58,775,35,4,0.895826564431621
4200,11.99,21500,13.46,660,10,3,0.878300404217038
5200,12.99,57000,17.14,670,31,5,0.867351075071901
20000,6.49,98000,23.48,770,24,3,0.890024422329711
